reach_diff,5f_win_diff,5f_loss_diff,5f_finish_diff,5f_finished_diff,5f_opp_win_diff,strpm_diff,tdpm_diff,result
2,0,0,0,1,6,1.1815443490219821,-0.11158128296052372,1
2,1,-1,1,0,2,0.5305356209305634,0.060453400503778336,1
-2,-1,1,-1,0,-7,0.7821073864510515,0.0821167883211679,1
1,0,0,-1,0,19,0.6709962307577926,-0.10468860111331647,0
-3,2,-2,-1,-1,-6,1.2366905464250597,0.006517769349627757,0
1,-1,1,-2,-1,36,-1.5800162469536962,-0.19925986099828505,1
3,-2,2,-1,0,30,2.0931928853233046,-0.3048347110260187,0
2,-4,4,0,2,18,2.1640444264852423,-0.14284541366891998,0
-1,-2,2,1,2,32,0.5995632915340945,-0.16631106120157216,1
-5,0,0,0,-2,5,-3.6128749887213,-0.19629225736095965,0
-6,0,0,2,-1,-3,0.039150423648314,-0.025806451612903226,1
2,-2,2,1,1,-17,1.6859527256617284,0.19071837253655435,0
6,0,0,2,0,-25,-0.6338753101409496,-0.12634944306604023,1
1,0,0,2,0,-4,-1.6940149071086887,0.087607075314273,0
0,0,0,2,0,-10,-2.685988560089535,-0.0400266844563042,1
4,0,0,2,1,-17,1.545828434053215,-0.022354694485842028,1
3,-1,1,-1,1,-14,1.6237250497069233,-0.060422960725075525,0
-1,2,-2,2,-1,-28,6.309249287007057,0.09630818619582665,1
-1,0,0,1,0,-25,0.6795139635626288,-0.07852263766423954,0
4,2,-2,2,-1,-9,-0.25740325844257894,-0.03230746388549956,1
1,2,-2,2,-1,-1,0.901840033308269,0.12569832402234637,1
6,1,-1,-1,0,-4,0.7541409101807028,0.10113404599818608,0
-1,-1,1,0,0,4,-1.5514697690850867,-0.36113499570077384,0
1,2,-2,2,-1,-13,2.403331814928093,-0.09917355371900827,1
1,-2,2,2,0,11,1.4324733402132779,-0.06666666666666667,1
3,2,-2,2,0,-14,0.08976414546299605,0.02091321017776229,0
-2,-2,2,-1,0,22,0.20623547469687153,0.01729605073508216,1
2,0,0,2,1,-1,0.5840972283628578,-0.1306727188768041,0
-3,0,0,2,0,-39,-0.08887365775645328,-0.4716964552468322,0
-3,0,0,0,0,-12,-0.08981516727995675,-0.17140379816436158,0
-5,1,-1,1,-1,-33,1.5372661500920417,0.14715955306305922,1
-5,2,-2,0,0,-59,0.8513222113082448,0.1684610780281171,1
-7,1,-1,-2,0,-18,-0.09615384615384581,0.0,0
3,1,-1,1,1,1,-1.0858149215497916,0.061799551713096396,1
-2,1,-1,0,1,-1,2.311111111111111,-0.08888888888888889,1
-1,2,-2,0,-1,-8,2.822222222222222,-0.06666666666666667,0
-10,-1,1,-2,1,-14,-0.9689778840406453,0.1686192468619247,0
0,1,-1,-2,0,-17,-4.489820150165881,0.2352365985681858,1
6,1,-1,1,-1,-13,-1.4274914276060375,0.0,0
10,0,0,1,0,6,0.12688620258440952,-0.1111111111111111,0
7,0,0,-1,-1,-2,2.6237814142989686,0.0,0
0,2,-2,0,-1,-20,2.28696397776429,0.2566066456641329,0
0,1,-1,0,-1,-19,0.7103448275862072,0.12109270040304523,0
-3,1,-1,1,-1,-35,-2.514051208850031,0.038711128867718866,1
0,0,0,1,-1,-9,0.3497895832390605,-0.11131725417439703,0
-1,1,-1,0,0,-6,-1.899176810315439,-0.05655042412818096,0
-1,-1,1,-1,1,5,0.2538908246225322,-0.0878823073945025,1
2,-1,1,-1,1,-4,2.1819282079493894,-0.2606519048273965,0
2,-1,1,-1,1,3,4.376387440621017,-0.07982852508399954,0
-3,-1,1,0,-1,18,0.7631322007420427,-0.05272407732864674,0
0,1,-1,3,0,-13,3.219815010242722,-0.0449438202247191,1
-1,1,-1,3,1,-5,2.5170839494250288,-0.10365355876428142,0
0,-1,1,-1,1,-1,0.9346733490545187,-0.06545579345689737,1
0,1,-1,-2,1,-5,-1.5266946816831553,0.02466091245376079,0
3,0,0,-2,-1,-1,1.36094659252554,-0.1532652269494375,1
-2,2,-2,-1,-2,8,1.0383419689119169,-0.030899670277908617,1
-5,0,0,0,1,-11,1.968164074351247,0.1539410610626808,0
-1,0,0,-2,-1,-9,0.18550724637681126,-0.1942028985507247,0
-4,-1,1,-1,1,9,2.8698908514122374,0.03758104363471075,0
-3,-1,1,-2,-1,2,-2.5816372874363522,0.02737226277372263,1
-2,-1,1,0,0,18,-2.244444444444444,-0.08888888888888888,0
-1,-1,1,-1,-1,8,1.286868686868687,0.0,0
-3,1,-1,2,0,-9,-2.0549336560487537,-0.0440852314474651,1
-1,0,0,3,0,-46,-0.10821705359658784,0.11892905770930891,0
-7,1,-1,-1,0,-5,0.08385255668951652,0.13973960417372033,1
-6,1,-1,1,-1,-2,-0.4169884169884175,-0.4008918375115559,0
-2,1,-1,-1,-1,8,-1.0993573953669658,0.06344841027084677,0
-6,-1,1,0,0,-2,1.2455755601602876,0.0010683157699533166,0
-2,-1,1,-1,1,18,-3.5663965289213464,0.10122311261071278,1
-6,1,-1,0,-2,-3,2.967364236095941,0.2059025394646534,1
-2,0,0,0,1,7,-2.9643031868782668,0.023534662558257285,1
-4,0,0,1,2,-23,-3.900910746812386,0.0,1
0,1,-1,0,0,2,3.2444444444444445,0.06666666666666667,0
2,-1,1,-2,0,4,3.2318282664747855,0.10095340888649038,1
5,0,0,1,-1,-13,1.7162255774631099,0.03914309763055769,1
1,2,-2,3,1,-16,0.6599023160548301,0.049440680636521205,1
5,0,0,0,-1,-12,0.5565237330887416,-0.024489795918367346,0
-2,1,-1,1,0,-10,4.289570915866479,-0.1330764263103846,0
-2,-1,1,-1,0,-3,2.4431907169681035,-0.05680302829393265,1
-9,1,-1,2,-2,-34,2.264201022754031,-0.09334638204504526,0
-2,-2,2,0,0,-6,-1.0981644434292788,0.025400632858181282,1
5,-1,1,0,0,-4,-2.133333333333333,0.13333333333333333,0
2,1,-1,0,0,1,-0.3537796378402276,-0.005307567964863452,0
3,2,-2,4,0,-20,1.6632008154943927,-0.04994903160040775,1
-3,1,-1,0,-1,-29,1.6314457570863587,-0.09228904120621761,1
-3,1,-1,-1,-2,-24,1.861312618788062,0.03112033195020747,1
-1,0,0,0,1,0,-1.2721474838066766,-0.1111111111111111,0
1,1,-1,0,-2,-26,-0.026523297491039433,0.11971326164874552,1
0,0,0,0,0,-25,-0.5865105677579778,0.03595109821798591,0
-9,0,0,-1,-2,6,1.227821842586943,0.0008541793776693091,0
-8,0,0,-1,-3,-18,-1.5214319359397068,0.023457371643900143,0
-3,-1,1,0,-1,-1,-0.31091952938669554,0.014671983503452134,1
-1,-1,1,2,-1,1,1.138958920361857,-0.07272727272727272,1
-1,2,-2,2,-1,40,-0.5144263971700753,0.006352570286840942,0
-9,-1,1,0,-1,26,0.2814421611394331,0.011212137138452372,0
-3,0,0,-1,-2,-30,-1.6324884164622508,0.19623875715453803,0
2,1,-1,1,1,18,1.3870067448484957,-0.053652145481280805,0
1,0,0,2,0,-9,2.4895559721939122,0.24144109395092306,0
4,1,-1,1,-1,-9,-2.8698908514122374,-0.03758104363471075,1
3,1,-1,2,0,-14,2.3710129601849355,0.0,1
4,3,-3,5,-1,-36,5.839222702157734,-0.0862895493767977,1
0,4,-4,4,-1,-41,4.903068127695551,0.0,0
-3,1,-1,1,-1,7,2.0291386082173934,-0.07868852459016393,1
1,2,-2,2,-1,-27,5.683722483858521,-0.014021967749474177,1
0,0,0,2,-1,-36,6.513920282264733,-0.2727272727272727,1
-1,-1,1,1,0,-17,-2.744321767884248,0.06696509144712924,0
6,3,-3,2,1,-36,0.7819614032810773,0.2442281807543924,1
5,0,0,0,0,-11,4.81752464026924,0.03327724166351867,1
2,2,-2,-1,0,16,3.0930808154884137,0.039289381050161346,0
4,1,-1,0,0,-1,3.457516339869281,-0.1947712418300654,1
2,1,-1,-2,-1,-5,-0.09339452092893907,-0.023751912112362675,1
8,2,-2,4,0,-32,3.936911281489596,0.06637458926615555,0
-1,1,-1,0,-1,-28,0.9150337115012626,0.0889877641824249,1
1,1,-1,0,0,-4,1.5514697690850867,0.36113499570077384,1
-2,2,-2,2,-1,-24,-2.0354577424066553,-0.0093163312073537,0
-2,-2,2,-2,0,0,2.4993761822196494,-0.11563688348598503,0
-2,1,-1,1,-1,7,-1.8917878674341764,0.026778841241186686,1
-4,-1,1,1,0,9,-2.695547124189961,0.022480329711502434,0
-5,-1,1,0,0,-33,1.8003044140030449,-0.044444444444444446,0
-7,1,-1,0,-1,-15,1.837376290289546,0.0,0
-2,0,1,0,0,-4,4.882770463651974,-0.137378362907842,1
-1,1,-1,0,1,11,0.9609852852991372,0.0,1
-2,1,-1,-1,1,-29,3.4330969267139477,-0.025531914893617023,0
-5,0,0,1,0,23,-0.9679860099173381,0.24179200768372702,1
0,1,-1,-1,0,23,-2.2821059038344496,0.006086427267194133,1
0,1,-1,-1,-1,12,-5.8488127331142215,0.1440230436869899,1
0,1,-1,2,0,5,-0.9805121439845457,0.11173125397535869,1
-5,2,-2,3,-1,-20,-2.863675639747424,-0.029112662013958124,1
-1,2,-2,2,0,5,-8.611392233797861,0.22105263157894736,1
-1,-1,1,-1,-1,-3,-2.711111111111111,0.022222222222222227,0
-1,0,0,-1,0,3,-1.3133005775364195,0.10585294371174898,0
1,1,-1,1,-1,-45,-0.5452756199024855,-0.06396588486140725,0
-1,0,0,0,1,-33,-0.20457766135612143,-0.018808777429467086,1
0,-1,1,1,2,-4,-1.7271144090255168,-0.26595744680851063,1
3,-2,2,-1,1,19,-3.2350283257115557,-0.12307692307692308,0
0,1,-1,-1,0,-4,0.8032688107253143,0.1918158567774936,1
-3,-1,1,-1,1,-14,-4.184265010351966,-0.11180124223602483,0
0,1,-1,0,-2,-2,-0.2797682579056868,0.025094102885821836,1
1,1,-1,1,-2,11,1.5495408622956668,-0.2551373430814316,0
3,0,0,-1,0,-6,2.62550443839123,-0.07609384908053267,1
2,1,-1,1,0,-3,-0.7416034753314769,0.016102470149844783,1
2,1,-1,-1,-1,-13,-0.420317312308248,0.002627477088597341,1
1,2,-2,-1,-2,-6,-2.4169058260801375,0.04654591076609425,1
4,0,0,-2,-1,-4,-2.418444846292947,0.07494474583082178,0
-4,0,0,-1,-2,11,2.637737303652308,-0.015187433747711268,1
4,1,-1,-1,-1,-24,0.5783702038984275,-0.024033402175324202,0
2,1,-1,-1,-1,10,-2.5011683832533707,0.022539444027047332,0
5,0,0,1,0,12,0.11012605392770691,0.0006344436096502176,1
3,0,0,-1,-2,-2,1.6919786096256684,0.05454545454545454,1
1,-1,1,-2,-1,-7,0.017983013342801613,-0.04071289417158658,1
2,-2,2,-1,0,26,6.500265533722782,-0.15131717076905976,0
-1,0,0,0,0,11,2.874595791805094,0.0,0
0,-1,1,1,-1,19,2.2569713957165445,0.0,1
-2,0,0,2,0,10,-3.8028601509036672,-0.017810142130198284,1
-2,-2,2,2,0,-13,0.46133699781747683,-0.10243310969202166,0
2,0,0,2,0,-28,-0.11339413781843888,-0.020839864875624305,0
-4,0,0,3,0,-4,-0.44248564093294895,-0.02611218059521031,0
-3,0,0,1,2,7,-0.5818811043690191,0.06621314341932397,1
-10,0,0,-1,0,-6,-0.12688620258440952,0.1111111111111111,1
0,0,0,1,0,-16,-1.9993287418227212,0.05199306759098787,0
2,1,-1,0,0,0,-2.0964830487362174,-0.11881188118811879,1
3,0,0,0,1,-5,-1.331572483320136,-0.2114537444933921,0
3,-1,1,1,2,24,-1.861312618788062,-0.03112033195020747,0
8,1,-1,1,0,-20,3.885792913656691,-0.10870313037495699,1
4,0,0,2,0,2,3.4667486203717313,-0.1044776119402985,1
-2,3,-3,4,-1,-1,0.6402220058733397,0.0,0
5,0,0,1,1,14,3.1934050695902156,-0.29571217348447515,1
4,-1,1,1,1,30,0.044262649581976454,-0.22849888924151063,0
1,0,0,0,0,34,-0.8422167852647942,-0.025445292620865142,1
2,-1,1,-1,2,59,-1.7150109174134496,-0.0322061191626409,0
4,1,-1,2,2,14,-2.875316927665921,-0.044444444444444446,1
0,0,0,-3,0,-21,-0.15242821694434605,-0.06896329476974639,0
3,-2,2,-1,1,13,-2.791122134993155,0.0,0
7,-1,1,0,1,15,-1.837376290289546,0.0,1
5,-2,2,1,2,13,0.8929922670528372,-0.030565461029037184,0
1,1,-1,2,0,6,0.4833396255703737,-0.0225140712945591,1
1,0,0,-1,0,5,1.457353927344772,-0.08446738620366026,1
0,1,-1,1,-1,-19,0.48317590356979556,0.05645556522891057,0
2,1,-1,1,0,-9,-2.395006836446957,0.22411953041622198,0
5,-1,1,1,1,-23,0.8682038144036439,-0.037650630989657465,0
2,-1,1,2,0,-2,4.291970424627717,-0.3008499464464637,1
-1,-1,1,-2,0,-6,0.8385960597623208,0.020201842759396044,1
-4,2,-2,2,-1,-19,1.6131267633519772,-0.13215859030837004,0
-1,0,0,1,1,-1,-1.8016987637709199,-0.024304095534437818,1
3,-1,1,-1,1,35,2.514051208850031,-0.038711128867718866,0
-3,1,-1,1,0,-17,0.7185278994228605,0.011118127701797799,0
-9,0,0,2,1,-17,-0.27374190333831594,-0.06626806178375685,0
5,1,-1,2,1,-4,0.026246719160105236,-0.11490230387868183,0
-1,-2,2,0,2,-19,0.8967160064721038,0.24324324324324323,0
-5,3,-3,0,-1,-17,-1.609862033725089,0.32038834951456313,1
0,3,-3,2,-1,-19,0.5150155115667463,-0.3112391930835735,0
9,2,-2,1,0,-42,0.502026286783682,-0.07312614259597806,0
4,0,0,2,-1,-51,0.2752663747627655,-0.25884383088869717,0
2,1,-1,1,0,-24,0.3090246220801047,0.05170853276303409,1
2,2,-2,0,-2,-27,2.385439421013257,0.09307135470527404,0
0,0,0,-2,0,10,2.685988560089535,0.0400266844563042,0
2,-1,1,-1,3,27,-0.38526241842752373,0.010352540994213663,1
0,-1,1,0,2,-3,-2.549566909726446,0.4171494785631518,1
2,1,-1,2,2,-31,0.8169205170869067,0.25710994496352235,0
-1,0,0,2,0,-20,-2.8917647058823523,-0.08705882352941177,1
-2,0,0,0,-2,-26,-1.1303283783277798,-0.05810611450181603,1
0,-1,1,-2,0,-5,0.9805121439845457,-0.11173125397535869,0
3,0,0,1,0,-40,2.2580243221690592,-0.1480263157894737,0
-3,2,-2,1,-1,-26,0.6074559177808525,0.0,1
1,-1,1,-1,1,-5,-2.755832067234648,-0.060580418101044295,0
-3,-2,2,2,0,6,-0.8214115181168191,-0.14140812812514858,0
1,-1,1,0,-2,-6,1.5053639094281386,-0.07545661269692838,1
3,-2,2,-1,-1,-21,2.294744681841456,-0.08415025834380675,1
2,-2,2,-3,0,-42,-0.7599990925383979,-0.016089992269125192,0
-1,1,-1,0,-1,-15,0.6199346405228758,-0.15555555555555556,0
0,-1,1,0,-2,-10,2.2530283016216517,-0.07756948933419522,1
-4,1,-1,2,0,-1,-0.25093236235242156,-0.2,1
0,2,-2,0,-1,-67,4.284329794693379,0.09852216748768473,0
-1,3,-3,1,-2,-24,1.1243485400157063,0.06614549867923182,1
-2,0,0,-1,0,15,0.9795144157814866,-0.031851873467958446,1
3,2,-2,1,-1,-3,-3.4000000000000004,0.0,0
-2,1,-1,-2,-1,-28,-1.2632856509453037,0.09542743538767397,1
-3,1,-1,0,-1,-22,1.0203743275717336,0.07988337764661373,1
-2,-1,1,0,0,-46,3.018167915583423,0.04236121731151553,0
0,1,-1,-1,-1,-7,3.7887117683775875,-0.07391246939069479,1
-3,2,-2,1,-1,-5,-0.8078289981972704,0.028328611898017,1
3,2,-2,2,0,0,-2.175734602137462,0.14392839551221107,1
0,-1,1,2,0,-6,-3.3125952065872664,0.10566681370386707,1
3,0,0,1,0,2,-3.817115697068166,-0.3821422508911899,0
2,-1,1,0,1,11,-1.2693260573733127,-0.052862262730226595,1
4,3,-3,4,-1,-41,1.2013830104584393,0.04012315441745473,1
0,3,-3,4,-1,-38,0.9516205407908966,0.08281573498964803,0
-5,1,-1,3,-1,-28,1.6197524291228533,-0.03234393717556236,0
2,-1,1,0,-1,5,-2.447123026098089,0.024096385542168676,1
-4,-1,1,-3,0,2,1.7799038256305946,-0.1553856391326729,0
-6,-1,1,-1,-1,-39,1.3619621932944554,0.051546391752577324,0
0,0,0,0,-2,13,0.3437868269512816,0.0,1
0,1,-1,2,0,-15,0.280287861211884,-0.13497188624457856,0
3,1,-1,2,-1,-49,0.6405215615094382,0.0,1
3,0,0,0,0,-36,-5.439442658092176,-0.10416666666666667,0
4,0,0,1,-1,25,-1.7716229248110165,-0.025094102885821833,0
6,-1,1,0,-1,16,-5.369455004729937,-0.17362546506821,1
6,-1,1,1,-1,31,-2.326984231914716,0.0,1
2,0,0,3,0,8,1.6880256835754892,0.10427944311612063,1
-2,1,-1,2,1,-9,3.0298380221653884,-0.01875532821824382,0
0,1,-1,1,0,-13,3.748616968394722,-0.19073809791062007,0
0,2,-2,1,-1,7,1.560158382307713,-0.08713085842747523,1
2,0,0,1,1,-3,2.4145923901088695,0.07551919446192573,1
4,-2,2,-1,2,-10,3.401213358443911,-0.15787556846226464,0
5,0,0,-2,-1,-20,3.36474661630469,0.044444444444444446,0
-1,0,0,-1,1,-28,1.1078576176057888,0.011609186913817265,1
2,-1,1,-2,-1,-38,-2.554822588705647,0.04337831084457772,0
-7,1,-1,-3,-1,-45,0.23834938680983253,0.054266014000736884,0
1,0,0,0,0,-15,3.198735644732806,-0.1283764229628821,1
1,0,0,-2,0,2,-0.21111111111111036,0.0,0
0,0,0,1,0,-7,-0.4315056570931244,0.6812880765883377,1
-3,2,-2,1,0,-30,-2.0931928853233046,0.3048347110260187,1
-5,1,-1,1,-1,-19,1.549865720285946,0.25070724632485836,1
0,0,0,-2,0,-12,2.1369294605809133,0.18161759863004678,1
-4,1,-1,-1,-1,-30,-0.044262649581976454,0.22849888924151063,1
-2,1,-1,0,0,-5,-3.132613613816856,0.2037971249397679,1
0,1,-1,-1,-1,-25,-2.568751888788154,0.2901178603807797,1
-5,-1,1,2,0,-27,2.611674554879423,-0.24444444444444444,0
2,1,-1,-1,0,4,0.005660666999271591,-0.08174386920980926,0
2,3,-3,1,-1,12,0.4893669941549561,0.0,1
3,1,-1,3,0,21,5.899244332493702,-0.05037783375314861,1
2,-1,1,1,1,-8,1.0993573953669658,-0.06344841027084677,1
0,-3,3,-2,2,6,1.9294389820705606,-0.15037593984962405,0
8,1,-1,1,0,-44,3.599321378015209,0.17509727626459146,1
0,1,-1,2,-1,-15,2.0820040363499537,0.02524429038915431,0
3,1,0,1,1,15,1.953207419420869,0.05272874710670928,0
3,0,0,2,1,6,-1.597957750404102,0.08866395407167943,1
1,0,0,1,0,28,2.538401486313929,0.09375397147197125,0
2,-1,1,-1,2,34,0.7416617018913265,-0.10686047803213136,0
-2,-1,1,0,2,11,-4.149926686217009,-0.030241935483870972,0
-4,-2,2,-2,1,2,-2.6345088429575965,0.12820512820512822,0
4,-1,1,0,1,6,0.26543801578624127,0.03515958482483861,0
6,1,-1,1,2,-22,1.882298850574713,0.12827586206896552,0
1,1,-1,3,1,-13,-0.03565323565323597,0.020757020757020767,1
2,-1,1,2,1,-13,0.5102326437910505,0.42746301638941747,1
1,1,-1,1,-1,-25,-2.1856342818525762,0.3885291396854764,0
1,2,-2,2,-1,-54,-0.8473140247566393,0.3018867924528302,1
-10,1,-1,0,-2,-65,-0.27280387471677514,0.0035680400373065066,0
-1,0,0,4,-1,-4,-3.063528322271955,-0.09090909090909091,1
1,1,-1,3,0,-15,0.3725034706154564,-0.12,1
0,0,0,2,0,-11,-4.103197071473796,-0.04555808656036447,0
-3,1,-1,1,-1,14,-1.6237250497069233,0.060422960725075525,1
-2,-1,1,2,1,-24,-0.7165188698700762,0.05438234687564446,0
0,0,0,-1,-1,-13,-0.8502072232089999,0.13333333333333333,0
0,0,0,0,0,-4,2.0275376384299886,-0.11261393525973681,0
-2,0,0,0,-1,-10,2.7829842254978017,0.029583656581329193,0
1,0,0,1,0,-3,1.3133005775364195,-0.10585294371174898,1
-3,-1,1,-3,0,-21,-5.899244332493702,0.05037783375314861,0
2,1,-1,1,0,-26,-0.03465998983136531,-0.2575107296137339,1
-1,3,-3,3,-3,-62,-2.034292031962832,0.07366482504604052,0
2,2,-2,2,-2,-14,1.7743653250774,-0.3925696594427244,1
-1,0,0,0,0,4,2.967266215998713,-0.12232415902140671,0
-3,-1,1,0,-1,12,-0.12868220508935302,0.04787980747805161,1
-1,0,0,0,-1,-21,1.5753262028385695,-0.16879758598892375,0
0,0,0,1,-1,14,0.9914500454784811,-0.014964814016946722,0
-3,-1,1,-1,-1,-1,1.0858149215497916,-0.061799551713096396,0
-1,0,0,-2,0,10,-1.025646794150731,-0.147331583552056,0
-2,-1,1,-1,1,-10,1.3338280474208548,-0.024628157835303213,1
3,0,0,2,-1,-25,-2.9302128796650924,-0.07281553398058252,0
-1,-1,1,2,-1,-9,0.8662989136342025,-0.1673353416135241,1
-6,-1,1,-2,0,-6,-0.34247988446461797,0.06062433543349571,1
-1,2,-2,2,0,-27,0.86082390010503,0.07916909791107479,0
-4,0,0,0,0,-3,-0.5921395955642526,-0.10795825179386823,1
-2,2,-2,0,-1,-15,0.7756249407179383,0.025839793281653745,1
-4,1,-1,-1,-2,7,-1.9697841602107995,0.031185031185031183,1
-3,0,0,1,0,6,-2.62550443839123,0.07609384908053267,0
-2,1,-1,1,0,-15,2.067985122666476,0.05724605842623151,1
-3,0,0,0,1,-26,-0.3810364065703089,0.0711523989931754,0
1,1,-1,2,-1,-52,4.145360615883306,0.375,0
-1,-1,1,0,1,-1,-4.4152211225943105,0.021984442902530765,0
-4,0,0,-2,-2,4,-3.7484690034926125,-0.04701688431832149,0
2,-1,1,0,0,0,0.687645653203085,-0.14275269851833416,1
2,1,-1,0,-1,-22,0.5442754851645801,-0.14744787021073907,0
1,0,0,1,0,6,-1.6417170212105017,-0.06808441353247346,1
5,0,0,-1,1,-5,2.22196596643986,-0.026009736728934117,1
3,2,-2,-2,0,-6,0.8214115181168191,0.14140812812514858,1
5,1,-1,-1,0,-22,-1.2848571801226032,-0.09943915481935567,0
4,-1,1,0,0,6,-1.3575757575757574,0.03636363636363636,1
2,1,-1,-2,0,13,1.0675629762655925,-0.09610250934329952,0
2,-2,2,0,0,5,0.9929229771664123,-0.05002084201750729,1
-1,0,0,0,-1,-7,0.2347974196844227,-0.06766390075633752,1
-5,0,0,0,0,10,1.7175293751748437,-0.054570259208731244,0
1,1,-1,-2,0,-22,-0.1245382854943391,0.10230179028132992,1
1,1,-1,0,0,30,-1.8825657005323415,0.11879064036133631,1
-1,1,-1,2,-1,-21,-4.70762078188479,0.05048380311316786,0
-5,-1,1,1,1,5,0.5731427563084526,-0.08248926533733311,0
-2,2,-2,1,-1,-1,0.4205802528060696,-0.04697183979203469,1
2,0,0,0,0,-12,-0.7398652340193044,-0.061700965215807695,0
-3,-1,1,1,0,-6,-1.4849966564199333,0.08895478131949591,1
-2,0,0,2,1,-3,0.3134248049502286,-0.11923594296475654,1
-2,0,0,1,0,5,-0.7887096500346171,0.04400836853235637,1
0,1,-1,2,0,-17,0.4401913875598087,0.0,1
-1,1,-1,1,-1,-9,0.48458662235147454,0.09970918155380142,1
-5,1,-1,1,-1,-33,-0.8903051981428582,0.1289213579716373,0
-8,1,-1,0,0,-2,4.218726888610427,-0.14040561622464898,1
2,1,-1,-1,-1,-51,2.7517832119941414,0.0346369833426401,1
2,1,-1,-1,-1,-24,1.0865973062907965,0.01141769526045881,1
4,1,-1,0,2,-7,0.5910593090551499,0.22021247440795733,0
0,-1,1,1,0,-23,2.2821059038344496,-0.006086427267194133,0
-3,0,0,0,-1,2,-1.2172554448795538,0.01970208250137763,0
-1,1,-1,0,0,-43,-0.8540827147401906,-0.08280900200306349,1
-1,0,0,1,1,-10,-0.18582629060177114,0.03278688524590164,1
-3,-1,1,-1,-1,-5,-2.8439571539061923,-0.05016722408026756,0
0,0,0,0,0,4,-2.0275376384299886,0.11261393525973681,1
-1,-1,1,-1,0,-5,0.10910766145515582,0.39534046843595655,0
1,0,0,1,0,-22,-1.8582014908639235,0.1626207266369507,0
-1,1,-1,0,2,6,-1.5053639094281386,0.07545661269692838,0
0,-1,1,-1,0,13,-3.748616968394722,0.19073809791062007,1
-2,-2,2,-2,2,14,-1.7743653250774,0.3925696594427244,0
1,0,0,1,0,-15,-0.5265203107152807,-0.05039899202015959,0
-1,4,-4,2,-4,-49,1.4314779270633387,-0.345489443378119,1
-7,1,-1,2,0,-27,0.6860092226900418,-0.06448146157979581,0
-1,0,0,-1,-1,-10,0.7497356789485581,0.0,0
2,1,-1,-1,1,3,0.3621859330169199,0.05421929048346874,1
-2,-1,1,-1,1,-12,2.117583522105042,0.001040119613755594,1
1,-1,1,2,1,-7,0.4620598358485566,-0.01579737004677434,0
3,-1,1,-1,-1,-16,1.3027619299505044,-0.10054029546227378,0
-3,0,0,1,0,13,0.49452133794694353,0.0792964244521338,1
2,1,-1,-1,1,1,0.3478086924895436,0.021022004000727408,1
-3,0,0,-1,0,23,-0.7161519445931379,-0.13601105323380733,0
4,-1,1,0,0,-3,-0.4222222222222225,-0.15555555555555556,1
0,0,0,1,2,1,-1.0296143723538167,-0.05799290536674677,0
-1,-1,1,-2,1,2,-1.3429452251491516,0.030030030030030033,0
-2,0,0,0,1,13,-1.3849313010233897,0.04307250538406317,0
-2,-1,1,2,2,-9,0.1860082304526749,-0.13662551440329218,1
2,1,-1,-1,-1,-29,-1.0571385376799256,-0.03203450114181593,0
-4,1,-1,2,2,-12,-3.4361123870770163,0.16316414025417242,1
-2,0,0,-1,0,7,-2.3618114522098845,0.1111111111111111,1
-4,0,0,2,-1,3,-2.4117728018633207,-0.025355989624689004,0
1,4,-4,0,-1,-51,1.3455169885892775,0.08322974437432268,1
3,1,-1,0,0,-38,2.2037647421825004,-0.03805812855329076,0
-1,0,0,-2,0,4,1.6940149071086887,-0.087607075314273,1
0,1,-1,1,0,1,1.4230579851710683,0.0,0
2,1,-1,2,1,10,-3.686462303231152,0.0,0
5,0,0,1,0,-26,-0.05320031903996547,0.0,0
2,0,0,1,-1,-1,3.2,-0.17777777777777778,0
3,0,0,1,0,-9,-0.44653953289050774,-0.03076923076923077,1
2,-1,1,-2,0,15,-0.4552019107926455,-0.04249291784702549,1
2,-1,1,1,-1,5,0.5502111666229528,-0.13169446883230904,1
-5,2,-2,3,0,-24,2.2109931437746595,-0.04198740377886634,0
-9,1,-1,0,1,-17,-0.12284385547415733,0.12178619756427606,0
-5,0,0,-1,0,5,1.4078095267007873,0.0,1
-3,0,0,-1,2,-36,-3.125006158389556,0.08718168164152404,1
1,1,-1,1,1,-1,-1.1115325734615074,0.16704784217474572,1
-1,0,0,1,1,-14,0.8802739011023157,0.01813787018280788,1
-1,2,-2,2,-1,-33,0.8297653561885863,0.25412960609911056,1
1,0,0,0,0,-8,1.293856009559531,0.07414445513990772,1
-5,1,-1,0,-1,-57,-0.07261167327151741,-0.08891539379015816,1
0,0,0,0,0,14,-3.554632200380158,0.08100810081008102,0
-4,0,0,-1,-1,-8,-4.2861425915932125,-0.010472078739752769,1
-7,-3,3,0,0,-29,1.0168834422181492,0.07722007722007722,0
2,0,0,1,1,-7,-3.117141083621531,0.0735479294138512,0
-9,1,-1,-1,-1,-56,-1.9431678823520377,0.12678288431061807,1
2,3,-3,0,0,-69,-0.8263888888888891,0.0810185185185185,0
1,1,-1,2,0,-37,0.3944234398837412,-0.1342281879194631,1
1,0,0,0,0,-15,-4.667296938488153,0.0,0
2,0,0,0,-1,-13,1.3849313010233897,-0.04307250538406317,1
1,1,-1,2,-1,32,1.0376426503151084,0.0,1
1,-1,1,1,0,20,-2.663615560640732,0.0,1
-2,-1,1,1,0,20,-0.7508373181992427,-0.3730017761989343,0
0,0,0,-3,-1,6,2.354354755021867,0.0044177599881402435,1
