elo_diff,age_diff,reach_diff,5f_win_diff,5f_finish_diff,5f_finished_diff,5f_opp_win_diff,strpm_diff,tdpm_diff,result
-28.514861803774465,8.624657526839265,-10,-1,-1,1,29,0.0809941025206724,0.0,0
-14.970110357343628,-6.871232882830832,3,0,0,1,-4,2.0262245419373675,-0.12504562376815825,1
-23.78817457756304,4.082191775502537,0,-1,0,0,-22,0.12490776998178887,-0.1628222523744912,1
44.69571003630654,-2.6712328837743584,2,1,0,-2,-3,-0.21479974799038093,-0.3026481715006305,0
98.2286173235791,-8.046575348127568,-2,5,5,-3,-14,3.343283582089553,0.255863539445629,1
-30.805273561329386,-2.273972608714388,2,0,0,-3,-27,-1.0641880994822168,-0.4389270859859095,0
-53.064889135738895,-2.2767123358578765,-3,-1,0,0,-5,-4.2192419001905845,0.13129102844638948,0
-30.00506429434631,-2.0547945268182133,-5,-1,-1,-1,-1,-5.461672920132909,0.021096300127346257,1
-6.048078101931651,-8.312328773428678,-4,0,1,0,-15,0.288888888888889,0.06666666666666668,1
-5.422481917870982,-9.019178088560533,2,1,1,-1,-18,3.5663965289213464,-0.10122311261071278,0
-73.58682361637375,-4.378082199888912,0,1,2,0,-29,-0.43881366860090276,0.008768536428110901,0
-38.53963850545256,1.6520547863091366,-8,1,0,-1,-8,-1.7807600405878694,0.21206070723271467,0
0.6886951600945395,0.035616433730716324,-7,0,-1,1,7,-0.7825522690978373,0.23334952857386118,1
-34.33871848690433,-3.958904116253809,0,0,2,1,-21,1.8520487264673324,-0.17777777777777778,0
-54.48767862619525,3.438356156747851,2,-2,-1,1,1,-0.4205802528060696,0.04697183979203469,0
72.47719957292884,2.6657534186271263,5,1,1,1,-7,-0.24834917083113028,0.23986293546544832,1
40.41115163835025,-3.2575342551491957,0,1,1,1,-7,-1.3190938511326864,0.17319626879878164,1
70.34841997993067,-5.59452055361384,1,2,1,-1,-5,1.5750113999088013,0.06639306885544921,1
55.60049711187912,0.5726027327526637,-2,1,0,1,-14,7.766590119531296,-0.04357298474945534,1
11.442114182377736,6.964383554444758,4,0,2,0,-1,2.739401999149763,-0.03253796095444685,0
5.55639251252137,-8.715068498850552,3,1,1,1,5,2.8439571539061923,0.05016722408026756,1
-15.262633720532904,2.383561636781863,0,0,1,1,-11,-1.114420857165507,-0.05263296971502285,0
-32.15907084147307,6.7452054731659,2,0,1,0,-7,2.3618114522098845,-0.1111111111111111,0
-9.748703789700357,1.164383555949584,-7,0,1,1,2,-2.6237814142989686,0.0,1
-1.1392433895080103,5.441095884623799,-2,0,1,-1,4,1.9725599737101542,0.0335195530726257,1
-112.56936861018426,-0.03287671987332175,1,0,0,-1,-14,4.027609997774064,-0.14057993854738254,0
-156.9340576807956,4.687671223541798,0,0,1,0,-26,-2.6176672844516817,0.027127520105352382,0
39.33497907444371,-6.345205486355333,-2,0,0,0,-14,-0.8284785000239154,-0.08469890467307598,1
-33.39055250926094,5.578082184918763,2,-1,-1,2,11,2.895097438938013,0.0,0
-8.50256447893753,14.556164378049427,-5,0,-1,-1,0,-0.8607175790091368,0.0,1
30.12177079693538,-1.0575342536113652,-1,1,1,1,-4,0.8950343358590618,-0.028851274143267623,0
-40.71357045764648,-2.47123288197659,-1,-1,0,-1,-23,1.2646216598250568,-0.07957479436049635,1
-24.73777070995675,-0.6356164450763586,-1,0,1,1,-11,-2.092009830007833,0.0778627506083962,0
-37.38979330566485,2.556164375512296,-5,0,-1,0,-15,0.4070323488045009,-0.059915611814346,1
7.7630040086382905,-1.8684931575694534,5,0,0,0,-10,-1.7175293751748437,0.054570259208731244,1
38.13639358131604,-1.8465753508592755,6,0,-3,0,-16,-3.5598141695702665,-0.1580332946186605,0
0.6993387419327064,-3.1068493212841517,7,1,0,1,1,-2.168738229755179,-0.044444444444444446,0
-46.43405677555529,-2.5287671308704063,-1,-1,-1,1,15,-0.5509057050956487,0.03300039501156821,0
-9.833048046413978,-2.093150690990491,-1,0,-1,0,22,1.8582014908639235,-0.1626207266369507,1
-19.140414124210793,6.526027391143426,-5,-1,1,0,22,1.2848571801226032,0.09943915481935567,1
-117.06450023879529,-0.49315069327587935,-2,-2,-2,1,11,0.7252232309414244,-0.05257555030468852,1
-131.536914929766,-2.197260281780814,-5,1,1,0,-44,3.405455781970227,0.04382761139517896,1
60.86052496672505,-14.109589048286498,4,2,1,0,-13,1.5258598473585088,0.013618792744573296,1
-5.252334711442018,-2.890410965350746,5,1,2,0,-12,-0.6666666666666665,0.022222222222222227,0
17.645768948478462,-3.3369863083685622,4,0,-2,1,0,-0.973853224018411,0.20988194140795802,0
-2.9669761795657905,-3.5452054865664664,4,2,2,0,-19,-0.7099415204678361,0.09122807017543862,0
-42.37259816678329,-4.273972612050045,4,0,-1,1,-13,0.6678270247738909,0.11011522100328235,1
-20.052140745600582,1.4136986232336142,3,-1,0,1,2,-0.04846379692255631,0.15219950514007746,1
-13.114505347435625,4.74794519885765,-2,0,-1,0,11,0.1300223095395352,-0.17348482312157026,0
10.936708783226322,-0.860273983478983,3,1,1,0,-22,-2.4978672079545783,0.11107328819799037,0
-48.45747962654718,-4.375342473604736,1,-1,0,0,3,-0.3120727370377203,0.003792958784748543,0
-11.213219433031554,-0.8438356212792684,3,1,1,-1,12,-0.17658975619506556,0.015347879874883171,0
-61.35765727943317,-7.339726036160037,1,1,2,-1,-38,1.8604167440478405,0.07209449169854774,0
28.531158431418817,-6.284931513536463,1,1,3,0,-23,0.6185421089879686,0.16588818117480536,1
0.38866487876339306,4.490410952621097,-2,-2,0,2,-13,-0.42364936130317554,0.1281300050783234,0
-23.44328260411862,2.4767123215210276,0,-1,2,2,5,-0.9623931623931625,0.16239316239316237,0
27.397820769019063,9.40547944651249,5,0,2,0,8,-1.170247771587011,0.2193841976281305,0
-45.27843540144113,-1.7123287741836322,-1,1,-2,1,-40,0.9654416074092151,0.14346717510273108,0
6.009238258595133,3.6767123220588545,0,2,-1,-1,-10,-0.7068592668980531,-0.32830284513740854,0
-24.104146755035117,5.457534241351947,-5,-1,-2,0,-2,-0.47652982184353254,0.019175488424132886,0
70.3966983340672,3.0986301308237287,-2,2,0,1,-9,4.222222222222221,-0.022222222222222223,1
-19.66186953828401,2.419178075960744,-2,0,2,1,4,3.2039219820769635,-0.2,0
-33.31226903355764,-6.268493157313863,-4,0,-1,0,-13,0.7991182143841273,0.4376205566271699,1
-58.81862236632924,-10.301369873958336,0,0,0,1,-40,2.2804204122810985,0.49523045880953454,1
-42.47626667973532,-3.3260274060323525,2,2,1,-1,-22,-1.3957470241877408,0.3758207311390689,1
-22.693485974161604,2.391780813226788,-4,0,-2,1,-22,3.021450159816193,0.331537062136246,0
22.087124850206465,6.78904109013677,-1,1,1,-1,7,2.6619477006311985,-0.125,1
-128.14873693793152,-14.139726035076198,-1,0,0,0,-17,3.206418666677314,0.20849886407646823,0
-31.180611461890066,7.241095883670127,1,0,1,-2,-5,-0.06679029516303459,-0.016782568382012045,0
-45.27128949720145,-1.8191780896583296,-3,0,2,1,-16,3.1528888888888895,-0.03733333333333333,0
-44.595473206185034,-5.687671243623946,1,1,1,0,-21,0.07623002068069962,0.06300399185597258,1
-7.046917719975909,-2.9232876784214454,-1,0,1,0,-19,-0.6709962307577926,0.10468860111331647,1
-9.513433876890986,-2.2000000058322513,-4,-1,-1,1,28,-0.5775871515799715,0.08256880733944953,1
-7.428190927158312,-3.290410967279904,-3,1,1,0,-9,0.7098243733509237,-0.040093172823219,0
3.6048408607452984,-7.386301376749245,2,-1,1,1,4,-0.9626570915619386,-0.2,0
53.943878473452514,-0.5452054876478627,2,-2,-2,1,13,-2.451271409057477,0.06980928864137859,1
53.05484435201174,-1.1589041156872781,2,-1,2,1,2,-1.1927081167255844,0.23277188604699522,1
66.57676367336785,-5.602739732191026,3,0,1,1,-27,-1.150470366886172,0.2322201317027281,1
2.9271874251180634,-5.232876719517883,-4,2,1,-1,-43,-1.0324536209783792,0.2340702210663199,1
117.40454735433832,1.5999999945176313,2,1,0,0,2,0.3937922704528227,-0.08769528699409648,1
-77.42834112999367,1.3999999931115248,-4,0,2,0,-15,4.112579705248933,-0.3661162957645369,0
-0.9696661532254893,-1.5260274039160677,-2,1,1,1,0,2.1924776656091387,0.0,0
-61.59381900221183,-5.005479461035392,4,1,0,-1,-41,1.2978850295433202,-0.06414490032580492,0
-45.29371698936234,2.3287671174864215,2,-1,-4,0,-15,-0.3463639355051007,-0.34794340243501154,0
20.15479864957024,-0.46027397827063865,5,1,-1,1,1,3.0218978845797944,-0.2698650674662669,1
35.22048152038974,-1.920547952018108,-1,0,-2,-1,5,-3.5360406091370553,-0.1692047377326565,0
-5.639847293391313,-14.052054801608133,-3,0,0,0,-10,0.13792634165319306,0.20971194340937233,1
53.818789644728895,-1.0520548002443242,1,0,0,-1,0,1.2721474838066766,0.1111111111111111,1
59.66906719709891,-2.5205479502004735,2,1,1,0,-23,0.4864287998183956,-0.01835423676965433,1
38.88781764964483,-7.309589048435562,-1,0,2,0,-2,0.21111111111111036,0.0,1
-84.32199040117848,-5.364383567586721,-1,-1,-1,1,-18,0.6135470570911687,0.13333333333333333,0
-4.544545531547101,-4.339726033212237,1,0,-1,-1,10,0.18582629060177114,-0.03278688524590164,0
-39.870318087562055,-5.076712334118561,0,-1,-1,0,-18,-0.4566735669097879,-0.029600108340265822,1
13.513594553877965,-1.0054794575117043,2,1,0,1,-3,-0.5575343188708346,-0.012208780705200761,1
1.4344072755066009,-6.608219184550041,3,0,-1,0,-13,-1.9832467018649642,0.24829806682219402,1
41.11490386912442,-6.786301377524829,0,2,-1,0,-22,-2.9761651066341,0.5714199848094902,0
-16.824021987398964,-0.6219178180991278,-1,0,-1,-2,-18,-0.9896713615023471,0.2222222222222222,0
9.16311166109449,6.027397253815231,-5,0,-1,-3,20,0.22287104622871023,0.031792376317923754,0
-32.86970594730656,1.8794520470888472,0,1,3,0,-14,-0.9891892321151805,-0.15833976358724783,0
-57.10614595076686,-2.3534246637342378,-5,-2,-2,1,-17,-0.8555363874512811,0.010693784489977098,0
-49.85303912582981,-2.884931515904519,0,0,0,0,-19,1.205234881963217,0.09874643370261676,0
-60.213543917554716,-7.304109594894349,-1,-1,-1,1,-10,-0.4730485819057977,0.11402862021114744,1
-34.767480219035406,-1.0547945287269727,-1,0,0,1,0,-0.26555265268113515,-0.09964044595049018,0
-45.582326492879474,-6.542465761063234,-1,2,2,0,-40,9.044477028347995,-0.05376344086021505,0
-42.577323042800344,-0.9863013761499531,-3,0,0,-1,0,-0.053331960037079185,-0.05639097744360903,0
-19.294094692722638,-6.293150691376965,2,2,-1,1,-10,1.5126563649742457,0.6169977924944812,1
16.84067185040226,-1.1698630191432962,4,3,0,-1,-14,0.666666666666667,0.42222222222222217,1
-1.3334419594539213,-8.202739733982462,1,0,1,-1,-18,-0.10101010101010122,0.07676767676767676,1
28.04783328170197,-2.8438356251075305,-2,0,-3,-1,-34,2.175426713627743,0.2783870998954987,1
-3.510121115850552,2.0849315001117503,-2,0,1,0,13,0.050669246895661324,-0.17958393807450412,0
-16.272784141513284,4.901369854135972,-2,-3,-1,0,9,-0.007034721785332376,0.010659869221926327,0
-78.50120746494144,11.090410952994283,4,-1,1,2,-7,1.9697841602107995,-0.031185031185031183,0
-3.111947212143832,0.9589041031993304,5,1,-1,-1,-9,-1.339896126820327,0.21148036253776434,0
70.78776574166272,-0.8301369918121111,-2,1,1,1,-10,0.3418062776814943,0.17862507221259386,1
-196.12307227021074,-0.36438356887915546,0,-3,-3,1,-12,-0.17962831439393945,-0.16512784090909094,0
-64.55864026619611,4.561643828787698,-2,-2,-2,0,20,-1.77697081541232,0.03348563094369947,1
-79.12131860326258,0.9835616349807239,-2,-2,-1,1,1,0.22649572649572658,0.4728826728826728,0
37.74854636933742,0.14246574743629026,2,1,-2,-2,9,-0.1860082304526749,0.13662551440329218,0
9.174517674474373,1.224657525695875,-1,1,0,0,-23,-1.930404594020383,0.028943560057887122,0
-14.045095368454213,1.2520547867193699,-3,1,1,-2,6,-1.958016257350398,0.011503486318702325,1
-26.00102448814482,5.9589041039320705,0,-1,-1,0,9,-1.3408064359384968,-0.19292604501607716,1
-8.629614542775244,6.043835610397508,-5,0,1,0,23,-5.4162481404942895,0.0,1
5.427266018136834,6.328767117912129,5,0,0,2,-5,3.6128749887213,0.19629225736095965,1
23.359770597453235,0.8273972537645236,4,0,2,2,-4,3.7484690034926125,0.04701688431832149,1
-53.091747654074425,-1.1123287758958753,1,0,0,1,3,3.9981280454536883,0.11111790491599718,0
14.959528214149714,1.161643830294615,0,0,-1,1,-5,0.1250630358043363,0.05486636409480583,0
1.6401521305624556,5.835616432833909,-3,0,0,0,0,-4.998822806019003,0.13468013468013468,1
1.065423929420831,-0.4493150748515973,-2,0,-1,1,-6,-3.2,0.17777777777777778,1
-19.062161763236873,1.6849315008613672,0,-1,0,1,-10,-3.0888888888888886,0.08888888888888888,1
31.471029967356344,1.8438356109450496,0,2,-1,-1,-25,-2.832482796611391,-0.02844192968820211,0
18.205555982631495,4.813698624676597,4,1,1,1,0,-0.4476354347748961,0.0276279845318764,1
-13.891422217116542,3.252054788881747,8,0,-1,1,9,1.4345596190983754,-0.050697084917617236,0
-1.184978976088587,7.854794514652777,6,0,-2,1,3,-0.039150423648314,0.025806451612903226,0
20.95396137951866,1.6465753367844371,-2,1,-2,0,2,-4.291970424627717,0.3008499464464637,0
50.10514970844292,-4.043835622215816,-2,2,2,-2,3,0.32601632879014186,-0.05796936437858138,1
-66.9872129493067,-5.673972609566661,0,-2,1,0,19,-2.3086315346814397,-0.046172862601527344,0
-23.763002187194843,5.917808213893871,0,-1,1,1,1,-0.5384482460687745,-0.022222222222222223,1
17.633572337424084,5.482191773398277,-4,2,1,-2,-11,1.0970170058544744,-0.3715170278637771,1
-56.782583951079914,-0.2602739794024629,4,0,1,2,-11,-2.637737303652308,0.015187433747711268,0
-56.666511773175216,1.7945205416370769,1,-2,2,1,1,4.271663097787295,-0.1365691172971687,1
-28.0170367470198,2.70684930989254,-2,-1,2,2,-10,-2.2381939946399814,-0.5098732492289774,0
-12.939729800458508,2.3287671177076064,1,0,0,0,-4,-2.967266215998713,0.12232415902140671,1
-60.75884154798655,-8.36164384355936,1,2,1,0,-14,2.1564986737400536,-0.16923076923076924,1
-6.612749838051741,-0.797260280593008,6,1,2,0,6,0.34247988446461797,-0.06062433543349571,0
-25.527938513837853,6.153424651213118,2,0,3,1,-27,0.5737870195337114,0.03780718336483932,1
6.818990568703612,3.7013698563044173,2,0,0,1,10,-2.7829842254978017,-0.029583656581329193,1
19.058362402209923,4.484931501019183,-4,1,-2,-2,6,-0.5486642221058147,-0.16635818636866306,1
-6.083245524994709,3.3068493082420503,2,-1,-2,-1,9,-3.0298380221653884,0.01875532821824382,1
-22.80666831641588,8.350684917543003,-2,-1,2,0,-13,-1.0675629762655925,0.09610250934329952,1
0.5786028262521086,7.0739725969644525,-2,0,-2,0,1,1.4389210019267824,0.044444444444444446,0
-56.660570062927036,6.958904101320968,-1,-1,-1,0,-6,2.622222222222222,-0.04444444444444445,0
-8.677242108374685,2.7999999918725607,1,0,-1,-1,-6,-2.8036940563580397,0.12108816276469606,0
20.18619826392637,-3.0136986361662252,-1,0,0,0,15,-3.198735644732806,0.1283764229628821,0
32.83345794926527,-3.3287671296919044,0,1,0,0,9,0.15813953488372112,0.017054263565891473,1
22.016967048683455,-3.9041095959550702,-1,-1,-1,0,16,-3.21896323454527,0.07833791628475405,1
-20.577138274078607,0.5232876646866131,0,-2,0,0,13,-3.6444444444444444,-0.06666666666666667,0
-36.831083230437116,2.3095890337839577,-5,0,0,0,-38,0.2926680428806563,0.18882769472856017,0
4.548627443968371,-10.065753434577882,2,2,4,-3,-23,-2.3429480703776275,-0.015816674816099774,0
28.179804210111797,-0.35342466426947183,3,1,2,-1,-27,-2.1063346056775756,0.07884362680683311,0
-41.692865878186694,-1.435616445100269,2,0,1,0,-15,-0.9795144157814866,0.031851873467958446,0
-6.220046895893347,-1.4657534302087782,1,2,1,-1,-39,1.3613958405093065,0.01597063158000529,1
-52.324632902458234,-5.178082200244987,2,1,0,-1,-10,2.826992071816665,-0.0025943244108991848,1
-33.777061188989364,-3.6027397321549657,-2,0,-3,0,-8,-1.6880256835754892,-0.10427944311612063,0
17.153594184069107,2.9287671163993885,6,-1,-3,0,13,-0.6088918127094276,0.015580368735393403,1
9.47221186385218,-9.553424665211665,-3,2,-1,0,-38,1.7816927858770901,-0.07281396684076388,0
13.715915267183618,-12.52054795321978,-3,3,1,-2,5,0.9208705836248794,-0.06484056102416676,1
-34.90423965807054,-3.4630137058584722,1,-1,-1,1,-1,-2.0146419647997225,0.07634035298766195,1
-42.744004919185045,-1.8767123333192544,1,-1,1,1,1,-0.8756057534511053,0.22004054445409787,0
-20.871370232083336,5.16438355390617,1,0,0,-1,-28,0.17440615009033555,0.31777083476482454,0
85.18940921238277,0.8164383488905358,-4,2,1,-1,-42,-2.3549230954355065,0.5284335073459479,1
10.833384078099698,5.813698622826511,-6,3,3,-2,-41,-0.11292731738138517,0.3902807849606489,0
-11.161086003371565,-1.8191780889067033,-3,0,2,1,-19,-1.774912655064901,0.5129165468898569,1
-22.965101822252564,-0.18082192471845104,1,0,-2,-1,7,-1.6394319131161241,-0.03007518796992481,1
-71.75217847653676,4.863013692968735,-2,-2,-2,0,8,1.1980408777347447,-0.13654984069185253,0
-111.16800143927094,1.1123287571067308,-6,-2,-4,2,-45,1.2082376632111052,0.02945103813929048,0
-58.0655825107774,5.460273967319726,-4,0,-3,1,6,1.1989872792392244,-4.940101272077335e-05,0
-12.647164942074824,-8.591780828650492,-7,0,-1,0,-7,0.9822812232877327,0.012853034513546906,1
-79.00085454352688,-0.06575343824638935,-4,-1,1,2,-15,0.6850574712643676,0.26206896551724135,0
-45.96272566040943,-5.887671239050263,3,0,1,2,-5,0.9022386493858643,0.182707361557209,0
9.59547291872991,-3.3369863087634215,-4,1,1,0,-11,0.9958500931177878,-0.07238951298121488,1
-1.5870981511222908,0.5452054703191607,2,1,2,0,-27,-0.08817215661603317,-0.24780410029342692,0
-102.07426476406658,-6.063013706595285,6,0,0,1,-18,0.6231593038821956,-0.017328573553473153,0
-14.129785369914543,-3.8109589088273985,-6,-1,-1,1,13,1.4274914276060375,0.0,1
36.27903076757866,-7.632876718468765,1,1,0,-1,-1,-4.759119195787458,-0.006499654273708848,1
24.063416536779414,-5.043835625690647,4,1,0,-1,12,-1.5567825494205865,0.06666666666666667,1
-53.406965502840194,-2.1589041171558137,6,1,1,-1,-27,-0.4321783811813513,-0.02868995427332296,0
-60.959357709672304,4.715068486247972,4,-1,-2,0,1,0.25093236235242156,0.2,0
-72.04405552214234,2.2301369792259393,0,0,-2,-1,-2,2.6034789987271956,0.1902984019233489,0
-57.86653029059448,4.279452048800991,5,-2,-2,0,24,-0.11581695821125937,0.14268727705112963,1
-42.78033919286304,6.29863013170818,-4,0,1,0,-45,3.993584487174392,-0.09054325955734406,0
18.398585987427168,-9.520547953432992,-1,3,2,-3,-36,-0.39427785717672403,-0.10060711971479597,1
-29.274678306569285,2.78630136329744,-2,1,1,-3,-27,0.38526241842752373,-0.010352540994213663,0
59.012818226121,5.180821911085587,1,2,0,-2,19,-0.8967160064721038,-0.24324324324324323,1
-21.772399007722015,-5.523287678644152,-3,1,0,0,-33,1.3093964858670732,-0.09523809523809523,0
-24.725719767819783,0.2410958843253752,0,-1,1,-1,-54,-0.9852923000865159,-0.11123470522803114,0
-26.812846351671624,-2.0657534300670974,0,0,0,-2,-11,0.15677321156773205,0.0,1
-28.032868826715458,-5.682191788185911,-1,0,-1,-1,3,1.9047396366116225,-0.05079643431243608,0
-1.0312511692713997,-0.6328767190234643,-5,1,-1,-1,23,-0.8682038144036439,0.037650630989657465,1
-64.85105096132202,3.219178074992964,1,1,0,-1,-16,1.0223240934309437,0.023412002139639926,0
-49.51714536687632,-6.764383569532733,-1,1,1,2,-36,4.146139359698681,0.1404554014723506,1
6.099934368417053,2.473972596961694,2,0,0,2,26,1.1303283783277798,0.05810611450181603,0
-3.0586551468177277,-3.367123293680269,0,1,0,-2,3,2.549566909726446,-0.4171494785631518,0
54.887881377455415,-3.665753430549273,1,0,0,1,-1,-3.8937339927581025,0.3550295857988166,1
32.54204926578291,4.797260268638379,5,0,-1,-1,-2,3.1428571428571432,-1.0476190476190477,1
59.024490767517136,0.8657534186299749,-3,1,0,0,-7,3.8049914094639634,0.0,1
-34.83942038967075,-0.2000000052571096,-5,-1,0,-1,-7,3.511111111111111,-0.15555555555555556,1
9.162427104134622,-5.386301377292362,6,1,2,0,-16,-0.9388535031847134,-0.012597310686482663,1
-13.899789456613462,-6.463013707701165,4,1,3,0,-43,0.5426877470355733,-0.007378129117259553,1
-8.325633139650336,-3.572602754729729,4,1,1,0,23,1.2102170071673908,-0.06978775785732724,1
-23.96958454479727,-4.065753433204243,0,1,3,-1,-14,1.586700169636873,0.12371134020618559,0
-30.477812392391797,-2.9753424724403246,-1,1,2,0,23,2.721804444060358,-0.03179650238473768,1
-17.96510325422946,-2.7945205559643256,5,1,3,1,-28,3.984871794871795,0.0,1
-1.9009578293212144,-5.808219184411151,5,0,1,1,12,3.018799603174603,0.0,1
-94.4710679515149,-1.0684931588021627,3,0,-1,0,-2,0.4041353263891043,0.0018489297198913887,0
-44.31029522345784,1.701369856993466,5,-2,-3,1,20,2.863675639747424,0.029112662013958124,0
-46.88458357456261,3.9424657471842295,5,-3,-1,2,4,0.13444909344490874,0.08396094839609484,0
-8.187396735448601,6.1890410901972,3,-4,-3,3,16,2.5215408501620757,-0.008816390697114512,1
-62.04856442586765,-9.084931512149474,-1,-1,0,0,-30,1.8825657005323415,-0.11879064036133631,0
-13.36689276233892,-2.5917808296940947,1,1,-2,1,-39,1.243602019067716,-0.01253785044812385,1
-17.38923577823448,-2.9397260353416,-1,1,0,1,-16,3.0823718181785678,-0.09434153447447567,1
2.9547081708756195,-2.4630137065021813,-4,0,2,1,4,2.418444846292947,-0.07494474583082178,1
24.29037106340843,-5.331506860120378,-2,1,3,0,-10,1.617340066059957,-0.03053240441514945,1
-39.95493765631318,1.3945205400834908,0,0,2,0,12,-2.1369294605809133,-0.18161759863004678,0
