Maurice Smith,1500,1520.2924399696387,1536.1840763747275,1520.763686820325,1503.8086204665815,1521.7700622780005,1536.7688238666906,1519.0818501863655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Moskowitz,1500,1484.7009121009783,1469.4050061101236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwayne Cason,1500,1516.0,1501.3708737868383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Dorr,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Stott,1500,1485.4365186491948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Barreto,1500,1483.3708262587236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Kohler,1500,1483.263693206478,1500.0338330211207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoji Anjo,1500,1484.0942981500336,1468.8262714958287,1454.2580346174852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Shamrock,1500,1517.4695015289756,1532.6656785487578,1547.1657853641398,1561.0069661552361,1575.943607271497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazushi Sakuraba,1500,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Silveira,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laverne Clark,1500,1516.0,1531.263693206478,1545.8278203282016,1559.729526119354,1539.6913918787595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Stuart,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Brennan,1500,1516.0,1500.0,1483.2961168872666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtney Turner,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikey Burnett,1500,1516.0,1500.736306793522,1515.9661669788793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugenio Tadeu,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Miletich,1500,1516.0,1532.0,1547.263693206478,1561.1004474267124,1574.3153208413376,1586.9442288793791,1600.4022340465292,1579.9030896283998,1594.3388776583497,1575.437608203935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Townsend Saunders,1500,1484.0,1468.7701398146428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuyoshi Kohsaka,1500,1515.6194874250848,1531.794150953242,1514.3340496695891,1529.6743165594376,1514.5951964650046,1500.0585772308461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Zinoviev,1500,1484.8038229802178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuck Liddell,1500,1516.0,1497.9014831449285,1514.7341975801642,1530.7599780249618,1546.3515638448491,1560.9239210230191,1574.1466781523604,1589.551321587529,1602.2421874780462,1584.8820587898504,1601.2507727076777,1612.715666257777,1628.325710610562,1639.4056725157125,1653.6905138149125,1665.02763293808,1679.9409560752013,1656.855883391006,1635.20342173152,1644.7925530958764,1626.3895671595253,1604.991291286113,1588.551062943016,,,,,,,,,,,,,,,,
Noe Hernandez,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Roberts,1500,1515.2959059908546,1497.9767231727928,1514.8059820230762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Henderson,1500,1516.0,1532.0,1516.2643427813955,1503.5292071146582,1520.101348541231,1540.768488341532,1558.9460438771084,1574.0860281033285,1559.423446154978,1546.3237768338843,1532.8256481276742,1548.67921159916,1532.7933074536202,1515.7006173861355,1532.701501494268,1519.7532251804946,1535.7125690170958,1524.5028271837193,,,,,,,,,,,,,,,,,,,,,
Allan Goes,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Newton,1500,1516.0,1500.0,1520.4991444181294,1504.1625153019293,1489.9967585922864,1507.1920211810188,1490.8608636650729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Gilstrap,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
