Blas Avena,http://ufcstats.com/fighter-details/8753e125f4499816
Julia Avila,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Jessin Ayari,http://ufcstats.com/fighter-details/6eaec40f724852f4
Abu Azaitar,http://ufcstats.com/fighter-details/46d0a888d87d91ac
Ottman Azaitar,http://ufcstats.com/fighter-details/ee18ff42063174df
Hunter Azure,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
Seth Baczynski,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
Ryan Bader,http://ufcstats.com/fighter-details/c0ab242c40decc55
Miguel Baeza,http://ufcstats.com/fighter-details/82d4c957649faf9b
Ali Bagautinov,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
Melsik Baghdasaryan,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Siyar Bahadurzada,http://ufcstats.com/fighter-details/aec185309b4843d0
Ignacio Bahamondes,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Shamar Bailey,http://ufcstats.com/fighter-details/e2b8186b618b00c4
Oluwale Bamgbose,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Humberto Bandenay,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Tae Hyun Bang,http://ufcstats.com/fighter-details/9a2d3567abc02e34
Antonio Banuelos,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
Renan Barao,http://ufcstats.com/fighter-details/2c99576fefe53c7c
Maycee Barber,http://ufcstats.com/fighter-details/6a740daf1b279661
Bryan Barberena,http://ufcstats.com/fighter-details/a331233f597090a5
Edson Barboza,http://ufcstats.com/fighter-details/64a50dad704d1d49
Raoni Barcelos,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Daniel Barez,http://ufcstats.com/fighter-details/e8fe9c15d348e778
Luke Barnatt,http://ufcstats.com/fighter-details/172c2135e70f87b7
James Barnes,http://ufcstats.com/fighter-details/c06a5c95f1169c0b
Shonte Barnes,http://www.ufcstats.com/fighter-details/e575b6ff678c1aca
Josh Barnett,http://ufcstats.com/fighter-details/ad3f53c454cbbead
Chris Barnett,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Phil Baroni,http://ufcstats.com/fighter-details/1652f3213655b935
Peter Barrett,http://ufcstats.com/fighter-details/d21113c9ff3788ae
Marc-Andre Barriault,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
Francimar Barroso,http://ufcstats.com/fighter-details/b69f24c500d783e7
Pat Barry,http://ufcstats.com/fighter-details/658c3465581ae46b
Enrique Barzola,http://ufcstats.com/fighter-details/be0b310a12eb80b4
Javid Basharat,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Bryan Battle,http://ufcstats.com/fighter-details/f626118b6da0e020
Alan Baudot,http://ufcstats.com/fighter-details/c9a94278df042f46
Mario Bautista,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Chris Beal,http://ufcstats.com/fighter-details/55f446032177b119
Ariel Beck,http://ufcstats.com/fighter-details/b96939f2b8d88e82
Mirsad Bektic,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Diana Belbita,http://ufcstats.com/fighter-details/d7e40dca3ae125be
Alan Belcher,http://ufcstats.com/fighter-details/4130a743d9d22163
Vitor Belfort,http://ufcstats.com/fighter-details/0ee783aa00e468f0
Danilo Belluardo,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
Joey Beltran,http://ufcstats.com/fighter-details/46baf0f57edfa4df
Marco Beltran,http://ufcstats.com/fighter-details/ec71a892fada28c7
Joseph Benavidez,http://ufcstats.com/fighter-details/80eacd4da0617c57
Gabriel Benitez,http://ufcstats.com/fighter-details/436f970c9ea9169c
DeAnna Bennett,http://ufcstats.com/fighter-details/404ecb2700844072
Lance Benoist,http://ufcstats.com/fighter-details/5431dccc09118234
Ryan Benoit,http://ufcstats.com/fighter-details/20999e27ddd94bda
Kenneth Bergh,http://ufcstats.com/fighter-details/aa8189053b3a8994
Dennis Bermudez,http://ufcstats.com/fighter-details/6f242453c91a5af0
Manny Bermudez,http://ufcstats.com/fighter-details/2dc1bc1a02961656
Talita Bernardo,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
Matt Bessette,http://ufcstats.com/fighter-details/0b8d512c79b4baf3
KB Bhullar,http://ufcstats.com/fighter-details/9cd047a828dd7515
Bibulatov Magomed,http://ufcstats.com/fighter-details/87f19d19f4cb73f8
David Bielkheden,http://ufcstats.com/fighter-details/1efa064872f089d0
Jonas Bilharinho,http://ufcstats.com/fighter-details/ebbf571f349e79d9
Anthony Birchak,http://ufcstats.com/fighter-details/c5a126ace82a6025
Michael Bisping,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
Caio Bittencourt,http://www.ufcstats.com/fighter-details/a653cb5eb4b39339
Jan Blachowicz,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
Brad Blackburn,http://ufcstats.com/fighter-details/7e69a4b0961aa555
Sherrard Blackledge,http://ufcstats.com/fighter-details/0e5c79b3594ff0ad
Erin Blanchfield,http://ufcstats.com/fighter-details/669970f7feba8ecd
Maximo Blanco,http://ufcstats.com/fighter-details/4a1329cc8eb0928a
Curtis Blaydes,http://ufcstats.com/fighter-details/fa6796c55d6c5440
Mark Bocek,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce
Kyle Bochniak,http://ufcstats.com/fighter-details/c5af5750e8bae4f0
James Bochnovic,http://ufcstats.com/fighter-details/984d15d5dc7bfcf9
Tim Boetsch,http://ufcstats.com/fighter-details/c80095f6092271a7
Galore Bofando,http://ufcstats.com/fighter-details/8a56ea383fd26e52
Roman Bogatov,http://ufcstats.com/fighter-details/d61316139d68dbe3
Mandy Bohm,http://ufcstats.com/fighter-details/297a2b35444c245b
Denys Bondar,http://ufcstats.com/fighter-details/2526be54e6a0e62a
Stephan Bonnar,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb
Rogerio Bontorin,http://www.ufcstats.com/fighter-details/07a2bdaa0afdd831
Ray Borg,http://ufcstats.com/fighter-details/a4de54ea806fb525
Caio Borralho,http://ufcstats.com/fighter-details/4126a78111c0855a
Viacheslav Borshchev,http://ufcstats.com/fighter-details/19c591115a58982c
Tanner Boser,http://ufcstats.com/fighter-details/04c8b08b16a5b99e
Steve Bosse,http://ufcstats.com/fighter-details/e023fa2e648ea0f1
Poliana Botelho,http://ufcstats.com/fighter-details/5c126c6aac3ef364
Kyron Bowen,http://ufcstats.com/fighter-details/5488b3c67600333a
Brian Bowles,http://ufcstats.com/fighter-details/b26d3e3746fb4024
Roger Bowling,http://ufcstats.com/fighter-details/3b9f723e2720a238
Kyle Bradley,http://ufcstats.com/fighter-details/a6959da32f0e6b5d
Sean Brady,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b
Ramiz Brahimaj,http://ufcstats.com/fighter-details/3d074044a33825e7
David Branch,http://ufcstats.com/fighter-details/d2c55d1d2e67773b
Diego Brandao,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7
Martin Bravo,http://ufcstats.com/fighter-details/9c44f290f5726d95
Mike Breeden,http://ufcstats.com/fighter-details/d80ee110748171ac
Tom Breese,http://ufcstats.com/fighter-details/1588b787bda7b540
Charlie Brenneman,http://ufcstats.com/fighter-details/98f6da59d765ec94
Jason Brilz,http://ufcstats.com/fighter-details/497ba5b12a4bfc47
Marcus Brimage,http://ufcstats.com/fighter-details/81801f57bd0a7c41
Henry Briones,http://ufcstats.com/fighter-details/01fcef7e3d051722
Joanderson Brito,http://ufcstats.com/fighter-details/791c8437b341fba5
Antwain Britt,http://ufcstats.com/fighter-details/2833f50b20e96e52
Jonathan Brookins,http://ufcstats.com/fighter-details/b0a6124751a56bc4
Will Brooks,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Jarred Brooks,http://ufcstats.com/fighter-details/81d9df19e255b8b6
Rob Broughton,http://ufcstats.com/fighter-details/a7d687e6ecb30981
Matt Brown,http://ufcstats.com/fighter-details/31123249b0bbf52e
Randy Brown,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Damien Brown,http://ufcstats.com/fighter-details/d024ed963e8bf7ea
TJ Brown,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
Travis Browne,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Cody Brundage,http://ufcstats.com/fighter-details/f14f644d41ade29f
Derek Brunson,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Lukasz Brzeski,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Justin Buchholz,http://ufcstats.com/fighter-details/231926533134ec1f
Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3
Martin Buday,http://ufcstats.com/fighter-details/8eb046f83e82bf26
Julia Budd,http://ufcstats.com/fighter-details/dcdc4503b9d49977
Mike Budnik,http://ufcstats.com/fighter-details/b98209144b63ae26
Mayra Bueno Silva,http://ufcstats.com/fighter-details/cc8c623cca88f54f
Paul Buentello,http://ufcstats.com/fighter-details/f0abbb6f3444dae7
Modestas Bukauskas,http://ufcstats.com/fighter-details/476fe566d2df676e
Wuliji Buren,http://ufcstats.com/fighter-details/2296125b6c362355
Shane Burgos,http://www.ufcstats.com/fighter-details/98d961097baaf308
Joshua Burkman,http://ufcstats.com/fighter-details/6da99156486ed6c2
Justin Burlinson,http://ufcstats.com/fighter-details/f998f5c102250d6e
Mads Burnell,http://ufcstats.com/fighter-details/69f01b25dfabaf6b
Kevin Burns,http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b
Gilbert Burns,http://www.ufcstats.com/fighter-details/23024fdfc966410a
Herbert Burns,http://ufcstats.com/fighter-details/4f140403000158b5
Dakota Bush,http://ufcstats.com/fighter-details/3033c1c080672475
JP Buys,http://ufcstats.com/fighter-details/0b362247806341e5
Dennis Buzukja,http://ufcstats.com/fighter-details/c4d039123e62f6a9
Charles Byrd,http://ufcstats.com/fighter-details/76ee3d666c648f6b
Alex Caceres,http://ufcstats.com/fighter-details/7aa3d6964eff4877
Vince Cachero,http://ufcstats.com/fighter-details/ed2a8cc402173781
Priscila Cachoeira,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac
Cynthia Calvillo,http://ufcstats.com/fighter-details/98215d037be5bcb7
Frank Camacho,http://ufcstats.com/fighter-details/764342d39cdaa54a
Fabricio Camoes,http://ufcstats.com/fighter-details/7abe471b61725980
Chris Camozzi,http://ufcstats.com/fighter-details/6c2030e0a143a94b
Brian Camozzi,http://ufcstats.com/fighter-details/1999ffb5cebc314f
Shane Campbell,http://ufcstats.com/fighter-details/784285b7ae7dd85f
Will Campuzano,http://ufcstats.com/fighter-details/901cddcbfa079097
Aleksa Camur,http://ufcstats.com/fighter-details/c2a670b22d2e196f
Chico Camus,http://ufcstats.com/fighter-details/32be4b7f7de1c905
Carlos Candelario,http://ufcstats.com/fighter-details/760a55d5b6098cbe
Luiz Cane,http://ufcstats.com/fighter-details/24b033b3daf1c9df
Guido Cannetti,http://ufcstats.com/fighter-details/d05412b513b19621
Jared Cannonier,http://www.ufcstats.com/fighter-details/13a0275fa13c4d26
Steve Cantwell,http://ufcstats.com/fighter-details/f1f9e48a0d150757
Bryan Caraway,http://ufcstats.com/fighter-details/5ef0088c1b19beeb
Chris Cariaso,http://ufcstats.com/fighter-details/b2e3aca4cd363477
Antonio Carlos Junior,http://ufcstats.com/fighter-details/52e76bb4b3e852f3
Spike Carlyle,http://ufcstats.com/fighter-details/be68b375707dcb85
Francis Carmont,http://ufcstats.com/fighter-details/3591d0d5d382a381
Liz Carmouche,http://ufcstats.com/fighter-details/51a0c09cbe9b8472
Roan Carneiro,http://ufcstats.com/fighter-details/1c86754617d9813a
Ariane Carnelossi,http://ufcstats.com/fighter-details/c0d5c0c95c59050b
Luana Carolina,http://ufcstats.com/fighter-details/528b071cf3da7c56
Antonio Carvalho,http://ufcstats.com/fighter-details/fef3d17e27e916e7
Shane Carwin,http://ufcstats.com/fighter-details/68dd7b3783c19f9c
Johnny Case,http://ufcstats.com/fighter-details/1f4b04a926ef1287
Kevin Casey,http://ufcstats.com/fighter-details/8d9586726252dbf7
Cortney Casey,http://ufcstats.com/fighter-details/5f179af5fffeb9f6
John Castaneda,http://ufcstats.com/fighter-details/5fa2974cbd18e05c
Danny Castillo,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf
Nick Catone,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf
Gesias Cavalcante,http://ufcstats.com/fighter-details/2a74bbba57058f12
Rafael Cavalcante,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c
Magnus Cedenblad,http://ufcstats.com/fighter-details/0e21976afc92e4d1
Yosdenis Cedeno,http://ufcstats.com/fighter-details/3e61082025db8137
Henry Cejudo,http://ufcstats.com/fighter-details/056c493bbd76a918
Donald Cerrone,http://ufcstats.com/fighter-details/1d00756835ca67c9
Luan Chagas,http://www.ufcstats.com/fighter-details/9ccf8371fd80d45d
Alex Chambers,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d
Michael Chandler,http://ufcstats.com/fighter-details/4b93a88f3b1de35b
Ernest Chavez,http://ufcstats.com/fighter-details/b406da701c479076
Danny Chavez,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c
Fabio Cherant,http://ufcstats.com/fighter-details/78a68f1dade6aaf7
Mark Cherico,http://ufcstats.com/fighter-details/79a193111e3bc99b
Macy Chiasson,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
Michael Chiesa,http://ufcstats.com/fighter-details/c58f51dedb310998
Giga Chikadze,http://ufcstats.com/fighter-details/9560ff14eb3129f7
Khamzat Chimaev,http://ufcstats.com/fighter-details/767755fd74662dbf
Dooho Choi,http://ufcstats.com/fighter-details/e93b04e308913c2e
SeungWoo Choi,http://ufcstats.com/fighter-details/a68575214ecad140
John Cholish,http://ufcstats.com/fighter-details/03c9994c5b8958ec
Ryo Chonan,http://ufcstats.com/fighter-details/55a7b2d4e54ffac9
Katlyn Chookagian,http://ufcstats.com/fighter-details/e872e9a9a902c045
Joachim Christensen,http://ufcstats.com/fighter-details/2d447cc91bdaa545
Cameron Church,http://ufcstats.com/fighter-details/f197ce0cbe69996d
Hannah Cifers,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b
Misha Cirkunov,http://ufcstats.com/fighter-details/67f272324a030d00
Heather Clark,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9
Devin Clark,http://ufcstats.com/fighter-details/cc7040fe76f0ef91
Jessica-Rose Clark,http://ufcstats.com/fighter-details/6c8072b61c276e67
Mitch Clarke,http://ufcstats.com/fighter-details/c76ec2bc3a57666a
Rich Clementi,http://ufcstats.com/fighter-details/7d21de9c6d7c98b2
Chris Clements,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc
Marloes Coenen,http://ufcstats.com/fighter-details/0b77a05bcbd2de74
Felipe Colares,http://ufcstats.com/fighter-details/dbac0a413af64bbe
Mark Coleman,http://ufcstats.com/fighter-details/21b8a0f5c231096f
Clay Collard,http://ufcstats.com/fighter-details/cc900c6a71ed23f3
Jamie Colleen,http://ufcstats.com/fighter-details/6b64db453edf4c50
Jake Collier,http://ufcstats.com/fighter-details/92fa1401b7927da3
Carlos Condit,http://www.ufcstats.com/fighter-details/f9f07bb5a43535ed
Montserrat Conejo,http://ufcstats.com/fighter-details/1235b31de15d0c6e
Tristan Connelly,http://ufcstats.com/fighter-details/2ebfbe72ed703925
Amanda Cooper,http://ufcstats.com/fighter-details/d4a31850a7457f1b
Chris Cope,http://ufcstats.com/fighter-details/8c8c92a12621d7e0
Michael Cora,http://ufcstats.com/fighter-details/2b91eff985b532cd
Akira Corassani,http://ufcstats.com/fighter-details/3f52ce18fb98008f
Daniel Cormier,http://ufcstats.com/fighter-details/d967f0128c323de6
Bethe Correia,http://ufcstats.com/fighter-details/673ea7dcc786b1b3
Tracy Cortez,http://ufcstats.com/fighter-details/68d4a891e5cf2029
Reyes Cortez,http://ufcstats.com/fighter-details/5ec591b78349ba7e
Louis Cosce,http://ufcstats.com/fighter-details/afe8d5b39ff7fca2
Orion Cosce,http://ufcstats.com/fighter-details/2c010b26a3306969
Paulo Costa,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Randy Costa,http://ufcstats.com/fighter-details/325ad0dd9126d3df
Oscar Cota,http://ufcstats.com/fighter-details/f584a6e0b5b74604
Patrick Cote,http://www.ufcstats.com/fighter-details/9fa3bd637edd9aa2
Rashad Coulter,http://ufcstats.com/fighter-details/d1528ac5675558b1
Ryan Couture,http://ufcstats.com/fighter-details/46fd223e3ced39b3
Colby Covington,http://ufcstats.com/fighter-details/dc9572dd6ec74859
Nathan Coy,http://ufcstats.com/fighter-details/15ec018d144710db
Andrew Craig,http://ufcstats.com/fighter-details/8a70ceb3edbe757b
Paul Craig,http://ufcstats.com/fighter-details/eabf206b162b3b83
Tim Credeur,http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d
Kevin Croom,http://ufcstats.com/fighter-details/35b3772629e27a49
Ken Cross,http://ufcstats.com/fighter-details/923767209632e08a
Allen Crowder,http://ufcstats.com/fighter-details/a9d6e047ce48ab63
Daron Cruickshank,http://ufcstats.com/fighter-details/5f99b2bafb10305f
Jimmy Crute,http://ufcstats.com/fighter-details/70e1f8a821b72c8b
Dominick Cruz,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97
Aalon Cruz,http://ufcstats.com/fighter-details/003d82fa384ca1d0
Josh Culibao,http://ufcstats.com/fighter-details/6751eacd16bd59bc
Zak Cummings,http://ufcstats.com/fighter-details/4ba8d454f762005d
Patrick Cummins,http://ufcstats.com/fighter-details/e51e5cb722bd47a8
Luke Cummo,http://ufcstats.com/fighter-details/93ce4ac89e3d7652
Alton Cunningham,http://ufcstats.com/fighter-details/305bde44ff664788
Santo Curatolo,http://ufcstats.com/fighter-details/b8b765e320a8db39
Jeff Curran,http://ufcstats.com/fighter-details/a8ea84cbe1655f0a
Kailin Curran,http://ufcstats.com/fighter-details/05b43e0ead3df345
Chris Curtis,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3
Ion Cutelaba,http://ufcstats.com/fighter-details/cd13728ae1151f46
Henrique da Silva,http://ufcstats.com/fighter-details/b0bd0c5425668b8f
Alex Da Silva,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
Daniel Da Silva,http://ufcstats.com/fighter-details/31bb0772f21cabd8
Nicolas Dalby,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
Paul Daley,http://ufcstats.com/fighter-details/23725c826c481e7f
Aisling Daly,http://ufcstats.com/fighter-details/e50cd77732d39967
Leonardo Damiani,http://ufcstats.com/fighter-details/acd870570949d8a2
Rodrigo Damm,http://ufcstats.com/fighter-details/a20d7dfaba74c067
Batgerel Danaa,http://ufcstats.com/fighter-details/3b0a516d2921e0d6
Jarjis Danho,http://ufcstats.com/fighter-details/8614b7134913f5d5
Mac Danzig,http://ufcstats.com/fighter-details/86f582852a5b240a
Karen Darabedyan,http://ufcstats.com/fighter-details/d2fa318f34d0aadc
Beneil Dariush,http://ufcstats.com/fighter-details/08af939f41b5a57b
Kyle Daukaus,http://ufcstats.com/fighter-details/d6c0cdd7e467c440
Chris Daukaus,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Marcus Davis,http://ufcstats.com/fighter-details/b7d524c77c27389b
LC Davis,http://ufcstats.com/fighter-details/6dab8ce5e4bffe77
Phil Davis,http://ufcstats.com/fighter-details/902ab9197b83d0db
Alexis Davis,http://ufcstats.com/fighter-details/4c2d90e335e6df19
Brandon Davis,http://ufcstats.com/fighter-details/cc351e408bbb7d43
Mike Davis,http://ufcstats.com/fighter-details/fb3e61720be4690c
Hakeem Dawodu,http://www.ufcstats.com/fighter-details/2c9d00968f818270
Grant Dawson,http://ufcstats.com/fighter-details/99bd51917728c25d
Jason Day,http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0
Martin Day,http://ufcstats.com/fighter-details/ea3dcc417c322064
Yorgan De Castro,http://ufcstats.com/fighter-details/1eff7bc0f815b270
Geraldo de Freitas,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93
Philip De Fries,http://ufcstats.com/fighter-details/6ef65b6a152e49d5
Chris de la Rocha,http://ufcstats.com/fighter-details/e51ee8ded927fc51
Montana De La Rosa,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
Mark De La Rosa,http://ufcstats.com/fighter-details/f57dd0bfa8c17813
Mike de la Torre,http://ufcstats.com/fighter-details/1971869b7e054261
Isabela de Padua,http://ufcstats.com/fighter-details/6551c64fbcd1a467
Gloria de Paula,http://ufcstats.com/fighter-details/5dd180c8b3196786
Germaine de Randamie,http://ufcstats.com/fighter-details/1d239d571e342453
Rolando Delgado,http://ufcstats.com/fighter-details/37b1696e6d115957
Jack Della Maddalena,http://ufcstats.com/fighter-details/6b453bc35a823c3f
Roland Delorme,http://ufcstats.com/fighter-details/173acb3f920082b8
Jon Delos Reyes,http://ufcstats.com/fighter-details/0d0351c20169a499
Vanessa Demopoulos,http://ufcstats.com/fighter-details/2c483cf443f38ece
Chris Dempsey,http://ufcstats.com/fighter-details/dfae5da5676e4194
Jason Dent,http://ufcstats.com/fighter-details/fa8b9e6b0c2269f8
Mackenzie Dern,http://www.ufcstats.com/fighter-details/7447e9f28508106a
Tony DeSouza,http://ufcstats.com/fighter-details/6ad9058b7c7898b0
Alessio Di Chirico,http://ufcstats.com/fighter-details/77d7295d1b22c694
